11.0541, 10.3340, 1495481210559
10.5278, 8.2717, 1495481210567
8.8313, 6.7073, 1495481210569
8.5735, 5.5516, 1495481210615
9.6972, 3.4659, 1495481210618
9.4109, 2.6899, 1495481210619
10.0393, 1.5833, 1495481210626
9.9729, 2.0450, 1495481210655
9.4361, 2.4202, 1495481210672
9.3383, 1.2240, 1495481210687
9.7244, 0.6474, 1495481210707
9.4814, 0.5695, 1495481210727
8.9091, 0.7215, 1495481210748
8.9706, 0.6431, 1495481210770
9.3202, 0.3610, 1495481210790
9.6819, 1.0383, 1495481210807
9.3879, 0.4879, 1495481210827
8.7942, 0.5824, 1495481210847
7.7040, 1.6893, 1495481210869
7.5614, 1.9267, 1495481210887
8.9950, 0.4326, 1495481210908
9.1213, 0.9605, 1495481210927
8.8030, 0.5293, 1495481210951
7.6095, 0.9885, 1495481210967
7.6024, 0.8543, 1495481210987
9.0505, 0.7752, 1495481211007
7.5361, 0.8212, 1495481211028
7.8904, 2.4087, 1495481211049
10.6466, 2.3144, 1495481211067
9.9394, 1.3763, 1495481211089
8.5312, 0.6990, 1495481211107
7.0172, 1.5054, 1495481211128
10.6386, 2.8239, 1495481211148
9.7754, 2.5894, 1495481211169
9.4309, 0.6060, 1495481211197
6.5267, 3.8910, 1495481211206
4.9687, 3.0470, 1495481211228
9.2101, 2.1720, 1495481211247
8.8690, 1.1351, 1495481211268
8.4350, 0.7896, 1495481211287
8.7560, 0.8831, 1495481211307
8.4622, 1.3896, 1495481211329
9.7566, 1.9976, 1495481211348
10.0962, 1.6019, 1495481211368
8.7396, 0.6907, 1495481211387
8.7431, 1.1015, 1495481211408
9.4618, 0.8671, 1495481211428
9.1904, 0.9340, 1495481211449
7.7154, 1.6605, 1495481211467
8.6080, 0.7820, 1495481211487
10.0831, 1.2900, 1495481211507
10.5323, 1.3363, 1495481211528
11.0957, 1.6184, 1495481211547
11.2581, 1.3225, 1495481211567
11.7871, 1.5122, 1495481211588
12.0011, 1.3639, 1495481211614
12.4254, 1.4308, 1495481211627
12.4911, 1.2060, 1495481211647
12.7341, 1.1898, 1495481211666
13.4088, 1.6109, 1495481211688
12.4036, 1.1428, 1495481211718
11.3122, 0.7275, 1495481211744
11.4902, 0.6169, 1495481211750
10.9404, 0.8291, 1495481211774
10.7056, 0.8917, 1495481211806
10.8102, 0.9323, 1495481211813
11.1008, 0.5576, 1495481211838
10.7518, 0.9118, 1495481211848
10.7373, 0.9442, 1495481211872
10.7013, 1.0186, 1495481211892
10.7487, 1.1736, 1495481211912
10.5823, 0.8721, 1495481211927
10.6094, 0.9386, 1495481211949
9.8681, 1.1116, 1495481211968
10.0313, 1.4996, 1495481211995
9.4185, 1.5966, 1495481212011
8.6109, 1.9531, 1495481212027
9.0387, 1.3846, 1495481212047
8.5132, 1.3713, 1495481212068
8.1119, 1.5583, 1495481212089
8.9058, 1.0810, 1495481212123
9.2584, 1.3214, 1495481212126
8.5318, 0.5787, 1495481212147
7.8765, 1.2044, 1495481212168
8.9794, 0.4013, 1495481212194
9.2777, 0.6578, 1495481212213
9.2947, 1.0998, 1495481212227
9.3019, 0.9402, 1495481212248
9.1969, 1.2324, 1495481212271
10.2813, 2.3019, 1495481212291
9.3421, 0.5118, 1495481212308
8.6566, 0.8319, 1495481212327
8.0496, 1.5024, 1495481212348
8.1961, 1.3239, 1495481212371
9.3652, 1.4882, 1495481212387
9.0762, 0.8344, 1495481212408
9.2761, 1.2431, 1495481212427
