9.4359, 7.5021, 1495481307792
9.2446, 6.0327, 1495481307796
9.7458, 4.4430, 1495481307971
10.2099, 3.5750, 1495481307977
9.3808, 2.9490, 1495481307984
9.0560, 2.4951, 1495481307996
9.1925, 1.8998, 1495481308006
9.0409, 1.4799, 1495481308009
9.0453, 1.1660, 1495481308012
9.4023, 0.9390, 1495481308013
9.7144, 1.1467, 1495481308015
9.6849, 1.0144, 1495481308018
8.6619, 1.1096, 1495481308020
8.6487, 1.4748, 1495481308041
8.6885, 1.3549, 1495481308044
9.1255, 1.6870, 1495481308046
9.8209, 1.7068, 1495481308063
9.4301, 0.7417, 1495481308084
8.7086, 2.8261, 1495481308103
8.1399, 2.2361, 1495481308124
8.4502, 1.5556, 1495481308143
5.7499, 2.5390, 1495481308163
5.5574, 2.1393, 1495481308186
5.6099, 1.8778, 1495481308208
5.8405, 1.9226, 1495481308224
8.7443, 4.1583, 1495481308243
10.3136, 3.2037, 1495481308263
10.8977, 3.2742, 1495481308283
9.1916, 1.4819, 1495481308305
7.4730, 3.9025, 1495481308323
8.5392, 5.9070, 1495481308344
11.1532, 5.2377, 1495481308363
13.0850, 4.4603, 1495481308384
15.3459, 5.2877, 1495481308404
15.5184, 4.7857, 1495481308424
14.0884, 3.0650, 1495481308443
11.5115, 0.7133, 1495481308464
10.2985, 1.2696, 1495481308500
9.3274, 2.3364, 1495481308507
5.8594, 5.8601, 1495481308536
9.3716, 1.5596, 1495481308543
9.5260, 1.9391, 1495481308563
10.8959, 2.3807, 1495481308585
9.6645, 1.8711, 1495481308606
10.5477, 1.0219, 1495481308626
10.8891, 1.3456, 1495481308644
10.0895, 1.1352, 1495481308664
10.5395, 0.8175, 1495481308684
8.9997, 1.0215, 1495481308703
7.8376, 2.1096, 1495481308723
9.0180, 1.9339, 1495481308744
11.2849, 1.6773, 1495481308763
11.8070, 1.6773, 1495481308784
10.6150, 2.1998, 1495481308803
10.3146, 2.0219, 1495481308823
9.2372, 4.7847, 1495481308844
8.3910, 2.1383, 1495481308873
8.7736, 1.5558, 1495481308883
8.6934, 1.1211, 1495481308903
8.7052, 1.1929, 1495481308923
8.7888, 1.1503, 1495481308944
9.6353, 1.5039, 1495481308977
10.0991, 1.3572, 1495481308984
9.4477, 1.1215, 1495481309015
9.6135, 0.8926, 1495481309024
9.7309, 0.7187, 1495481309051
10.2758, 0.8803, 1495481309079
10.8822, 1.0901, 1495481309085
10.6561, 0.6939, 1495481309117
10.1703, 0.3369, 1495481309122
9.9348, 0.3521, 1495481309143
9.7531, 0.5883, 1495481309163
9.6255, 0.5917, 1495481309184
10.0884, 0.5580, 1495481309203
10.7596, 0.6896, 1495481309223
10.6310, 0.6189, 1495481309245
10.2319, 1.3133, 1495481309263
10.3552, 1.2320, 1495481309283
10.6509, 1.2620, 1495481309303
10.4249, 1.0461, 1495481309324
9.4645, 1.0908, 1495481309345
9.1007, 1.3778, 1495481309367
9.4212, 1.0430, 1495481309384
9.7429, 0.7684, 1495481309407
9.2820, 1.1574, 1495481309428
8.8985, 1.3723, 1495481309444
8.9479, 1.6453, 1495481309463
9.1016, 1.2664, 1495481309484
7.5538, 2.0015, 1495481309504
8.3769, 1.1210, 1495481309526
9.1552, 1.4002, 1495481309544
9.1550, 0.3857, 1495481309565
8.4024, 1.6419, 1495481309583
10.1061, 1.5922, 1495481309604
7.4114, 2.3270, 1495481309626
9.1104, 0.8963, 1495481309645
10.3954, 1.5468, 1495481309663
9.2487, 1.2475, 1495481309696
9.0273, 0.7509, 1495481309754
9.0341, 0.9243, 1495481309785
9.4347, 0.6473, 1495481309949
9.5783, 0.5820, 1495481309953
9.5680, 0.4700, 1495481310019
9.6999, 0.5717, 1495481310026
8.9574, 0.8574, 1495481310029
9.7733, 1.3853, 1495481310032
9.8673, 1.0497, 1495481310035
9.7081, 0.5635, 1495481310038
9.5898, 0.3748, 1495481310044
9.5197, 0.3601, 1495481310046
9.2833, 0.4369, 1495481310049
9.2833, 8.5127, 1495481310051
9.0081, 0.6989, 1495481310054
9.0081, 7.5143, 1495481310078
9.0224, 0.8599, 1495481310081
9.0224, 6.3236, 1495481310083
9.2128, 0.5653, 1495481310092
9.2128, 4.9759, 1495481310095
10.0162, 1.5942, 1495481310098
10.0162, 4.5336, 1495481310101
9.9207, 1.1584, 1495481310166
9.9207, 3.6299, 1495481310169
10.1095, 1.4281, 1495481310171
10.1095, 3.4539, 1495481310176
9.3410, 0.8951, 1495481310187
9.3410, 2.6861, 1495481310196
8.9165, 0.5590, 1495481310202
8.9165, 1.8591, 1495481310207
9.1598, 0.5081, 1495481310215
9.1598, 1.0153, 1495481310220
9.3634, 1.5992, 1495481310229
9.3634, 1.2141, 1495481310234
9.2932, 1.0804, 1495481310238
9.2932, 0.7173, 1495481310242
9.7361, 0.6548, 1495481310289
9.7361, 0.4724, 1495481310293
9.5628, 0.5110, 1495481310298
9.5628, 0.9451, 1495481310309
8.9579, 1.1294, 1495481310313
8.9579, 1.4128, 1495481310317
