9.7979, 10.5660, 1495481522366
9.0257, 8.2042, 1495481522374
8.7193, 6.7256, 1495481522379
9.2652, 5.3978, 1495481522380
9.2664, 4.2184, 1495481522382
9.5824, 3.2187, 1495481522384
9.4820, 2.7677, 1495481522387
9.2606, 2.1216, 1495481522389
9.2279, 2.0945, 1495481522444
9.3387, 1.5602, 1495481522446
8.7819, 1.2372, 1495481522447
9.5103, 0.9215, 1495481522459
9.8057, 0.8529, 1495481522461
9.7162, 0.6772, 1495481522483
9.8209, 0.5446, 1495481522487
9.4520, 0.3196, 1495481522497
9.4300, 0.2248, 1495481522513
9.2928, 0.3597, 1495481522535
9.2353, 0.6406, 1495481522557
9.8170, 0.6326, 1495481522574
9.8800, 0.5152, 1495481522593
9.6978, 0.3650, 1495481522613
9.6289, 0.2441, 1495481522635
9.8741, 0.5640, 1495481522668
9.7380, 0.2910, 1495481522675
9.6027, 0.1344, 1495481522693
9.5874, 0.1313, 1495481522713
9.2513, 0.4275, 1495481522733
9.1977, 0.6245, 1495481522759
9.4656, 0.3294, 1495481522774
9.9697, 0.8338, 1495481522793
9.9649, 0.6945, 1495481522813
9.9367, 0.6493, 1495481522834
9.7918, 0.9530, 1495481522857
9.5388, 0.8852, 1495481522873
9.1014, 1.1376, 1495481522893
8.7552, 1.0638, 1495481522913
8.1629, 1.0484, 1495481522939
8.8739, 1.9019, 1495481522955
8.0190, 1.7030, 1495481522973
8.1612, 1.6619, 1495481522993
9.6807, 2.0172, 1495481523014
9.7674, 1.4731, 1495481523038
9.2904, 1.0123, 1495481523053
9.2252, 0.8960, 1495481523073
9.4471, 0.8645, 1495481523093
9.9519, 1.0289, 1495481523114
10.0462, 0.9366, 1495481523141
9.6549, 0.8383, 1495481523171
9.4126, 1.2714, 1495481523178
9.6977, 1.4253, 1495481523206
11.1256, 2.4400, 1495481523233
11.8172, 2.5386, 1495481523239
11.3288, 1.8094, 1495481523274
11.0831, 1.3629, 1495481523281
10.7776, 0.9378, 1495481523294
10.5192, 0.7568, 1495481523315
10.0447, 0.5766, 1495481523333
9.7055, 0.5866, 1495481523353
9.0095, 1.1287, 1495481523373
